username,user_handle,date,retweets,favorites,text,geological_location,mentions,hashtags,tweet_id,permalink
Julie Banderas,JulieBanderas,2018-04-19 22:22,8,41,"Yes. The F.A.A will issue a directive in the next two weeks which will require inspections of CFM56-7B engines and it’s fan blades like the one that snapped off flight 1380 and on a @SouthwestAir flight in 2016. https:// twitter.com/mpetrie98/stat us/987070872505802752 …",,@SouthwestAir,,"987139389460570118",https://twitter.com/JulieBanderas/status/987139389460570118
Gary the numbers guy,Numerologynow,2018-04-19 21:20,10,24,"#Numerology Passenger on @SouthwestAir plane that died Was born NOVEMBER 11TH 11 11 IN YEAR 2018 2+0+1+8 2009 2+0+0+9 Last time it happened in USA 2018 Helicopter falls in the NYC river @Delta plane on fire In 2018 Feb 11th March 11th April 11th Planes crashed",,@SouthwestAir @Delta,#Numerology,"987123734019440640",https://twitter.com/Numerologynow/status/987123734019440640
Gary the numbers guy,Numerologynow,2018-04-19 20:52,8,14,"Hey #FAKENEWS @cnn @bbc @CBSNews @abcnews @NBCNews @FoxNews yea U to @RT_com @Morning_Joe want to report on some REAL NEWS LIKE WHY PLANES are CRASHING on the 11th for three months in a ROW Why @Delta @SouthwestAir planes having accidents #NUMEROLOGY #GG33 https:// twitter.com/Numerologynow/ status/984040375865266181 …",,@cnn @bbc @CBSNews @abcnews @NBCNews @FoxNews @RT_com @Morning_Joe @Delta @SouthwestAir,#FAKENEWS #NUMEROLOGY #GG33,"987116798247079936",https://twitter.com/Numerologynow/status/987116798247079936
Britni Vigil,PlayPartyPlan,2018-04-19 20:37,8,6,"Love love love that when there is a lower @SouthwestAir fare, I can change my flight and book the new fare. And I don't pay a change fee, I get money back!!! Just one of the reasons I'm a #SouthwestAirlines fan! pic.twitter.com/tdPE2S8aBb",,@SouthwestAir,#SouthwestAirlines,"987113059792670720",https://twitter.com/PlayPartyPlan/status/987113059792670720
Fox News,FoxNews,2018-04-19 20:31,527,2111,"Tammie Jo Shults, the @SouthwestAir pilot who is being hailed as a hero for her efforts to land a damaged aircraft after a deadly engine explosion, texted a powerful message to a friend upon touching down: "God is good." http:// fxn.ws/2HiFhCc pic.twitter.com/u5LHqTP6sl",,@SouthwestAir,,"987111366552059904",https://twitter.com/FoxNews/status/987111366552059904
Hannah Buege,hannah_buege,2018-04-19 20:00,3,24,". @SouthwestAir is my FAVORITE. Flight attendants just auctioned off a picture a little girl drew. It went for $10, FYI.",,@SouthwestAir,,"987103755261960193",https://twitter.com/hannah_buege/status/987103755261960193
Mr. Anthony Fiti,siromega,2018-04-19 18:36,13,15,"The @SouthwestAir flight attendants on my flight today emphasized *nose and mouth* repeatedly during that part of the safety briefing. https:// twitter.com/jonostrower/st atus/987082226151047169 …",,@SouthwestAir,,"987082503683883009",https://twitter.com/siromega/status/987082503683883009
KC Sports Commission,SportKC,2018-04-19 18:11,4,8,"Our 2018 Sports Awards Banquet recipients are here! Congrats to our winners! @SouthwestAir Executive of the year KC @Marriott Downtown Sportsmen of the Year @spire_energy Sportswomen of the Year @BurnsMcDonnell Coach of the Year @ChildrensMercy Community Champion pic.twitter.com/ebaOshtI0R",,@SouthwestAir @Marriott @spire_energy @BurnsMcDonnell @ChildrensMercy,,"987076239444897792",https://twitter.com/SportKC/status/987076239444897792
AP Eastern US,APEastRegion,2018-04-19 16:43,52,147,"New photos of @SouthwestAir pilot Tammie Jo Shults from her time flying with the @USNavy http:// apne.ws/fF2M1lp",,@SouthwestAir @USNavy,,"987053979887685633",https://twitter.com/APEastRegion/status/987053979887685633
james ha,james_ha3,2018-04-19 16:43,4,26,"@SouthwestAir why is a random stranger more sympathetic than your customer service? Idk who this lady was but thank you for the drinks! She understood the struggles of a 10+ hour delay unlike #southworst pic.twitter.com/pjwgoUry9x",,@SouthwestAir,#southworst,"987053975819182080",https://twitter.com/james_ha3/status/987053975819182080
Girls in Tech,GirlsinTech,2018-04-19 16:39,12,34,"Captain Tammie Jo Shults, the pilot that emergency landed a @SouthwestAir flight earlier this week, was one of the first #female U.S. Navy fighter pilots in history. #GirlsinSTEM #WomeninSTEM #STEM http:// on.forbes.com/6011DwqV1",,@SouthwestAir,#female #GirlsinSTEM #WomeninSTEM #STEM,"987053143946092544",https://twitter.com/GirlsinTech/status/987053143946092544
gab,gabriellagrod,2018-04-19 16:13,5,13,"HEY @SouthwestAir YOU HAVE OFFICIALLY RUINED MY BAND TRIP FOR MY FRIENDS AND I. WE HAVE BEEN COUPED UP IN THIS AIRPORT FOR NEARLY 12 HOURS. DO SOMETHING FOR US BESIDES MAKING US WAIT FOR ENDLESS DELAYS.",,@SouthwestAir,,"987046614643638277",https://twitter.com/gabriellagrod/status/987046614643638277
Jacob Sirhan,jasirhan,2018-04-19 16:13,2,10,"11 hours later and I still haven't seen the backup plane. Is the @SouthwestAir lady still checking in the back? #southworst",,@SouthwestAir,#southworst,"987046447915859968",https://twitter.com/jasirhan/status/987046447915859968
Nerissa Wang,nericochon,2018-04-19 16:01,9,8,"@SouthwestAir a broken airplane, 6 hours of NOBODY touching the broken airplane, now another 2 hour delay. UPS shipping is going to get me faster to Orlando than this #southworst",,@SouthwestAir,#southworst,"987043607453585408",https://twitter.com/nericochon/status/987043607453585408
Bria Kam,BriaKam,2018-04-19 15:51,35,319,"I can't wait to be in your arms my love, @ChrissyChambers please @SouthwestAir get me home safe... pic.twitter.com/ZNe70Rpt64",,@ChrissyChambers @SouthwestAir,,"987041067282419712",https://twitter.com/BriaKam/status/987041067282419712
Mohamed A. El-Erian,elerianm,2018-04-19 14:48,17,57,"Absolutely “a true American hero” with “nerves of steel.”The more you read about the emergency on @SouthwestAir 1380 and how so many lives were saved,the more impressed you will be with the incredible job done by Captain Tammie Jo #Shults and her colleagues.Superbly inspirational https:// twitter.com/elerianm/statu s/986930384238796800 …",,@SouthwestAir,#Shults,"987025266420731906",https://twitter.com/elerianm/status/987025266420731906
AP Eastern US,APEastRegion,2018-04-19 14:18,629,412,"BREAKING: @SouthwestAir opposed a recommendation by an engine manufacturer to inspect fan blades within a year like the one that snapped off during a flight Tuesday, killing a woman. They told the FAA they needed more time. http:// apne.ws/KHfmDGL",,@SouthwestAir,,"987017676232036354",https://twitter.com/APEastRegion/status/987017676232036354
Shomeo,SassBaller,2018-04-19 14:06,3,12,"“Hero pilot” has a name. It’s Tammie Jo Shults. Remember it.",,,,"987014483108384769",https://twitter.com/SassBaller/status/987014483108384769
Fox News,FoxNews,2018-04-19 14:05,309,1365,". @SouthwestAir hero pilot texted friend 'God is good' after landing https:// fxn.ws/2HgaKoi",,@SouthwestAir,,"987014211996860417",https://twitter.com/FoxNews/status/987014211996860417
Stephen Compston 🎉,compston,2018-04-19 13:46,1,21,"Despite getting to DEN hours early, @SouthwestAir didn't staff enough agents at check-in and caused my wife and 6 month old to miss their flight. Y'all better make this right.",,@SouthwestAir,,"987009475541327872",https://twitter.com/compston/status/987009475541327872
Andy Marlette,AndyMarlette,2018-04-19 13:26,22,66,"New cartoon: Capt. Tammie Jo Shults and her "nerves of steel" @SouthwestAir @USNavy pic.twitter.com/0ChiKsc0Tp",,@SouthwestAir @USNavy,,"987004585008160775",https://twitter.com/AndyMarlette/status/987004585008160775
Matt,HorizonsOne,2018-04-19 13:23,0,23,"The captain on our flight wished kiddo a happy birthday over the PA system and totally made his day cc @SouthwestAir",,@SouthwestAir,,"987003663632818176",https://twitter.com/HorizonsOne/status/987003663632818176
Texas VLB,TexasVLB,2018-04-19 13:10,6,9,"Tammie Jo Shults, who is credited with bringing in @SouthwestAir 1380 after it lost an engine, got her start as the @USNavy 's first female F/A-18 Hornet fighter pilot. She's been described as having "nerves of steel" https:// taskandpurpose.com/hero-southwest -pilot-was-navy-fighter-jockey/ … pic.twitter.com/22kjGeE74D",,@SouthwestAir @USNavy,,"987000570593628160",https://twitter.com/TexasVLB/status/987000570593628160
Romi Simmons,forbitnluvromi,2018-04-19 13:01,5,44,"@Zendaya @SouthwestAir @fly_BUR @tlrdesigns Thanks for being such a cutie pie!!! #checkinchick #swalife #rmz pic.twitter.com/3FUM6v0WRB",,@Zendaya @SouthwestAir @fly_BUR @tlrdesigns,#checkinchick #swalife #rmz,"986998282718101504",https://twitter.com/forbitnluvromi/status/986998282718101504
Fox News,FoxNews,2018-04-19 11:54,69,397,"Firefighter on the @SouthwestAir flight victim's family: "My heart is broken for them. I just pray that they find comfort, they find healing." pic.twitter.com/WgT7eJLhtA",,@SouthwestAir,,"986981383972315137",https://twitter.com/FoxNews/status/986981383972315137
The American Legion,AmericanLegion,2018-04-19 11:00,4,16,"ICYMI, via @washingtonpost - ‘She has nerves of steel’: The story of the former @USNavy pilot who calmly landed the @SouthwestAir flight https:// wapo.st/2Hbbdwf?tid=ss _tw&utm_term=.d8086b2f2f0c …",,@washingtonpost @USNavy @SouthwestAir,,"986967768372338690",https://twitter.com/AmericanLegion/status/986967768372338690
Women@Forbes,WomenatForbes,2018-04-19 10:50,11,36,"Captain Tammie Jo Shults, the pilot that emergency landed a @SouthwestAir flight earlier this week, was one of the first female U.S. Navy fighter pilots in history #BossMoves http:// on.forbes.com/6011DwqV1 pic.twitter.com/IeR7MX2mgc",,@SouthwestAir,#BossMoves,"986965142171717634",https://twitter.com/WomenatForbes/status/986965142171717634
Jason Villalba,JasonVillalba,2018-04-19 10:48,1,10,"I’m sitting on the airline that #LUV built. There isn’t a safer seat in the world than the one I am sitting in right now. Honored to be lifetime customer. @SouthwestAir pic.twitter.com/7azofCoen8",,@SouthwestAir,#LUV,"986964705171427328",https://twitter.com/JasonVillalba/status/986964705171427328
ABC7 Eyewitness News,ABC7,2018-04-19 10:21,28,148,"Hero @SouthwestAir pilot who stayed calm amid engine failure was one of @USNavy 's first female fighter pilots https:// abc7.la/2HgwRv6 pic.twitter.com/gRGfRj8bLa",,@SouthwestAir @USNavy,,"986957949917585408",https://twitter.com/ABC7/status/986957949917585408
Grant W. Trent,GrantWTrent,2018-04-19 10:11,158,352,"Hey @SouthwestAir , thank you for the excellent timing. During the rocket launch yesterday one of your flights approaching @MCO passed into frame. pic.twitter.com/RyGBIWLor8",,@SouthwestAir @MCO,,"986955419728908288",https://twitter.com/GrantWTrent/status/986955419728908288
Mike Wilson,mWilstory,2018-04-19 10:00,7,16,"I choked up while reading about the @SouthwestAir pilot’s heroism in this excellent piece by @melissa_repko https://www. dallasnews.com/business/busin ess/2018/04/18/texas-pilot-tammie-jo-shults-landed-southwest-plane-lauded-calm-courage … pic.twitter.com/MgZLOVeQMs",,@SouthwestAir @melissa_repko,,"986952601127223296",https://twitter.com/mWilstory/status/986952601127223296
Katie Phang,KatiePhang,2018-04-19 09:16,9,30,"Per a fellow female fighter pilot: “She kicks ass in my book.” In mine, too. #flight1380 @SouthwestAir https://www. nytimes.com/2018/04/18/us/ southwest-pilot-tammie-jo-shults.html …",,@SouthwestAir,#flight1380,"986941559450021889",https://twitter.com/KatiePhang/status/986941559450021889
David Monti,d9monti,2018-04-19 04:18,2,29,"Tammie Jo Shults, the woman who piloted the @SouthwestAir plane with the exploded engine to a safe landing, showed incredible bravery and skill. I am in awe of this woman. https://www. nytimes.com/2018/04/18/us/ southwest-pilot-tammie-jo-shults.html …",,@SouthwestAir,,"986866525096304640",https://twitter.com/d9monti/status/986866525096304640
Proud Trumplican,_America_First,2018-04-19 01:59,49,68,"#QAnon #KAG Both @SouthwestAir and @Delta planes engine malfunctions were a warning to Trump from the Deep-State, Dems and HRC, that they will start killing more innocent people! Why? He is after them, and he keeps his promises! Get Em @POTUS",,@SouthwestAir @Delta @POTUS,#QAnon #KAG,"986831565027069952",https://twitter.com/_America_First/status/986831565027069952
Tammie Souza Weather,TammieSouza,2018-04-19 00:30,4,11,"#flight1380 @SouthwestAir #DopplerRadar @NWS_MountHolly @NTSB captured debris from explosion as it fell through 28,000 over #Berks Co #pawx located on ground near #Bernville PA courtesy strong NW winds HT @TylerJankoski for image @NBCPhiladelphia @NWS_MountHolly @NWSChicago pic.twitter.com/DzoTrPPVRR",,@SouthwestAir @NWS_MountHolly @NTSB @TylerJankoski @NBCPhiladelphia @NWS_MountHolly @NWSChicago,#flight1380 #DopplerRadar #Berks #pawx #Bernville,"986809322524037120",https://twitter.com/TammieSouza/status/986809322524037120
Mike Johnson,wall_cloud,2018-04-18 22:47,0,62,"I wholeheartedly agree with you, but the communication has obviously failed. I work in the weather enterprise and am floored when someone says they didn't know a tornado was coming when many times there are warnings and the potential has been talked about for days. It's maddening",,,,"986783429521039362",https://twitter.com/wall_cloud/status/986783429521039362
Firehouse News,FirehouseNews,2018-04-18 22:25,16,38,"Celina, TX, #firefighter helped pull woman inside after she was sucked outside @SouthwestAir flight following engine explosion http:// firehouse.com/21001336 pic.twitter.com/yDkP1YEIeu",,@SouthwestAir,#firefighter,"986777666194956288",https://twitter.com/FirehouseNews/status/986777666194956288
Brian Curtis,BrianCurtisNBC5,2018-04-18 22:17,5,25,"Here are the two pilots who safely landed @SouthwestAir 1380. That's Darren Ellisor on the left. Tammi Jo Shults is on the right. Tweet is from Ellisor's brother, Lance. @NBCDFW https:// twitter.com/LanceEllisor/s tatus/986765124085211136 …",,@SouthwestAir @NBCDFW,,"986775763344150535",https://twitter.com/BrianCurtisNBC5/status/986775763344150535
Adrienne Bell,AdrBell,2018-04-18 22:13,5,14,"Thankful for pilots like Tammie Jo Shultz. I fly @SouthwestAir often, glad to know she may be piloting the aircraft. She deserves a medal for the lives she saved. https:// twitter.com/npr/status/986 732101855621120 …",,@SouthwestAir,,"986774793306427392",https://twitter.com/AdrBell/status/986774793306427392
Doug Dunbar,cbs11doug,2018-04-18 22:11,7,35,"Captain Tammie Jo Shults, and First officer Darren Ellisor, who brought #SouthwestAirlines 1380 to a safe landing, apparently headed back to S. Texas. All smiles for the @SouthwestAir crew who saved the day for all but one. https:// twitter.com/LanceEllisor/s tatus/986765124085211136 …",,@SouthwestAir,#SouthwestAirlines,"986774331282935808",https://twitter.com/cbs11doug/status/986774331282935808
Fox News,FoxNews,2018-04-18 21:50,428,1805,"Tammie Jo Shults was the pilot of the @SouthwestAir plane that made an emergency landing Tuesday after an engine explosion. This 1992 photo shows Lt. Shults, who was one of the first women to fly @USNavy tactical aircraft. https:// fxn.ws/2HavnlU pic.twitter.com/GL9s60oFf5",,@SouthwestAir @USNavy,,"986769083608780802",https://twitter.com/FoxNews/status/986769083608780802
Andrea Feczko,AndreaFeczko,2018-04-18 21:31,15,101,"As someone who always has a window seat, the @SouthwestAir tragedy is so scary. Tammie is a hero as it could have been so much worse https:// twitter.com/nbcnews/status /986752529718538241 …",,@SouthwestAir,,"986764227581952000",https://twitter.com/AndreaFeczko/status/986764227581952000
Dread Pirate Rogers,DockRogers1953,2018-04-18 20:57,9,33,"the pilot is a hero! https://www. nbcnews.com/news/us-news/t ammie-jo-shults-who-landed-crippled-southwest-plane-was-one-n866951 …",,,,"986755634535288832",https://twitter.com/DockRogers1953/status/986755634535288832
Spectrum News 13,MyNews13,2018-04-18 20:24,5,27,"Meet the pilot who landed the @SouthwestAir flight yesterday when an engine exploded -- she used to fly fighter jets: http://www. mynews13.com/fl/orlando/ap- online/2018/04/18/southwest-pilot-lauded-for-work-in-male-dominated-field …",,@SouthwestAir,,"986747250331308032",https://twitter.com/MyNews13/status/986747250331308032
Adam Putnam,adamputnam,2018-04-18 20:22,28,96,"Pensacola-trained former @USNavy pilot Capt. Tammie Jo Shults was a hero yesterday for @southwestair , and that’s only a small part of her incredible story. https://www. washingtonpost.com/news/morning-m ix/wp/2018/04/18/nerves-of-steel-she-calmly-landed-the-southwest-flight-and-broke-barriers-as-a-fighter-pilot …",,@USNavy @southwestair,,"986746698742534144",https://twitter.com/adamputnam/status/986746698742534144
Kris Van Cleave,krisvancleave,2018-04-18 20:12,12,13,"Medical examiner rules Jennifer Riordan’s cause of death in @SouthwestAir 737 engine failure as blunt impact trauma of the head, neck, and torso and the manner was ruled an accident.",,@SouthwestAir,,"986744320291229696",https://twitter.com/krisvancleave/status/986744320291229696
Jerry Mitchell,JMitchellNews,2018-04-18 19:23,6,25,"Sully? Meet Shully, otherwise known as Tammie Jo Shults, who safely landed @SouthwestAir flight 1380 after its engine blew up at 32,000 feet. #IAlwaysMakeTimeFor #Heroes http://www. latimes.com/business/la-fi -southwest-pilot-tammie-jo-shults-20180418-story.html … pic.twitter.com/JX8P3z8xYk",,@SouthwestAir,#IAlwaysMakeTimeFor #Heroes,"986731981923848192",https://twitter.com/JMitchellNews/status/986731981923848192
Carry The Load,CarryTheLoad,2018-04-18 19:14,49,140,"HERO OF THE WEEK: @SouthwestAir Pilot Tammie Jo Shults saved a flight of 148 after shrapnel from an engine explosion breached the cabin & they had to make an emergency landing. Shults served with the @USNavy as one of their first female fighter pilots! #NavyVeteran #CarryTheLoad pic.twitter.com/VNnmq84mGp",,@SouthwestAir @USNavy,#NavyVeteran #CarryTheLoad,"986729786637774848",https://twitter.com/CarryTheLoad/status/986729786637774848
Mai Khanh Tran M.D.,DocTran2018,2018-04-18 19:12,13,24,"Capt. Tammie Jo Schults of #Southwest1380 is a great example of how women can be both tough leaders & uniquely compassionate figures. Today, I dedicate my Twitter to this inspirational woman & to the #PowerOfWomen @SouthwestAir Give her a raise! https://www. washingtonpost.com/news/morning-m ix/wp/2018/04/18/nerves-of-steel-she-calmly-landed-the-southwest-flight-and-broke-barriers-as-a-fighter-pilot/?noredirect=on&utm_term=.ae3ad08cfbc1 …",,@SouthwestAir,#Southwest1380 #PowerOfWomen,"986729308377858048",https://twitter.com/DocTran2018/status/986729308377858048
Tyler Jankoski,TylerJankoski,2018-04-18 19:11,110,197,"Weather radar captured @SouthwestAir #Flight1380 debris at about 28,000 feet, just after engine explosion, during descent. This is over western Berks County, Pa. The wind at flight level was out of the northwest, and debris was found on the ground in nearby Bernville, Pa. pic.twitter.com/ijF0PCTKhq",,@SouthwestAir,#Flight1380,"986729026709532673",https://twitter.com/TylerJankoski/status/986729026709532673
IWV,IWV,2018-04-18 18:35,618,1641,"Tammie Jo Shults, former @USNavy fighter pilot, safely landed @SouthwestAir 1380. Once on the ground, Shults thanked the passengers for their bravery. She is a woman who deserves to be celebrated and championed for her service and heroism. https:// shar.es/1LULEc #ChampionWomen pic.twitter.com/WATcsfdKHD",,@USNavy @SouthwestAir,#ChampionWomen,"986719863719657473",https://twitter.com/IWV/status/986719863719657473
the real MKL,MKRIZSA50,2018-04-18 18:15,8,16,"#TammieJoSchults safely landed stricken @SouthwestAir flight Tuesday got her 1st flying experience the @USNavy touching down F-18 fighter jets at 150 mph on AIRCRAFT CARRIERS. https://www. huffingtonpost.com/entry/southwes t-airlines-pilot-tammie-jo-shults_us_5ad6ef36e4b0e4d0715b56b2 … pic.twitter.com/iQEPq0g90T",,@SouthwestAir @USNavy,#TammieJoSchults,"986714778285608962",https://twitter.com/MKRIZSA50/status/986714778285608962
Jason Whitely,JasonWhitely,2018-04-18 18:07,5,23,"Salute to @SouthwestAir pilot Tammie Jo Shults! What an extraordinary job. Calm and in command on #Southwest1380 yesterday. https:// twitter.com/wfaa/status/98 6712277960286208 …",,@SouthwestAir,#Southwest1380,"986712944925925383",https://twitter.com/JasonWhitely/status/986712944925925383
Bill Ritter,billritter7,2018-04-18 17:49,4,22,"#BreakingNews . That @SouthwestAir flight that made emergency landing with blown engine in Philly went into a 41 degree pitch and tossed for 22 minutes till pilot - a female former fighter pilot - brought plane down",,@SouthwestAir,#BreakingNews,"986708275126251520",https://twitter.com/billritter7/status/986708275126251520
NTSB_Newsroom,NTSB_Newsroom,2018-04-18 17:45,806,1032,"NTSB photo of a piece of the engine cowling from @SouthwestAir #flight1380 . Thanks to the general public, these and other parts have been found. Anyone who has found additional pieces please contact witness@ntsb.gov pic.twitter.com/iV3gJDxf7m",,@SouthwestAir @ntsb,#flight1380,"986707368401567746",https://twitter.com/NTSB_Newsroom/status/986707368401567746
Catholic News Service,CatholicNewsSvc,2018-04-18 15:36,4,16,"This is the woman who died in the @SouthwestAir accident. https:// twitter.com/carolmaczim/st atus/986664513968713739 …",,@SouthwestAir,,"986674739363098631",https://twitter.com/CatholicNewsSvc/status/986674739363098631
Boot Campaign,BootCampaign,2018-04-18 15:30,7,18,"We commend @usnavy veteran and pilot Tammie Jo Shults for using her training to help safely land @SouthwestAir flight 1380 after an engine explosion. Unfortunately, one passenger passed away, but Ms. Shults' efforts helped to save many other lives. https://www. stripes.com/news/us/southw est-pilot-who-landed-plane-with-blown-engine-is-navy-veteran-with-nerves-of-steel-1.522599 …",,@usnavy @SouthwestAir,,"986673276654104576",https://twitter.com/BootCampaign/status/986673276654104576
PR News,PRNews,2018-04-18 15:11,15,24,"In the aftermath of #flight1380 @SouthwestAir communicated not only the facts but mixed them with humanity and empathy. That should help what happens next. http://www. prnewsonline.com/prnewsblog/how -southwest-communicated-news-and-empathy-in-the-aftermath-of-flight-1380/ … #PRNews pic.twitter.com/TZAGcEl5TH",,@SouthwestAir,#flight1380 #PRNews,"986668664702283779",https://twitter.com/PRNews/status/986668664702283779
Sophia A. Nelson,IAmSophiaNelson,2018-04-18 14:24,7,20,"#TammieJoShults A hero for our time. She landed the damaged @SouthwestAir flight in Philadelphia yesterday. Saving the lives of her crew and passengers, save one. https://www. nbcnews.com/news/us-news/t ammie-jo-shults-who-landed-crippled-southwest-plane-was-one-n866951 …",,@SouthwestAir,#TammieJoShults,"986656610708787200",https://twitter.com/IAmSophiaNelson/status/986656610708787200
Marty Martinez,MartyTakesDAL,2018-04-18 14:17,21,81,"Because of Tammie Jo Shults, we were able to go home. She is a true American hero. I, and many others on the flight owe our lives to her and the entire @SouthwestAir crew. We lived to tell the story. THANK YOU! #Flight1380 https:// twitter.com/twittermoments /status/986465161669062657 …",,@SouthwestAir,#Flight1380,"986654963047821313",https://twitter.com/MartyTakesDAL/status/986654963047821313
Bob Lonsberry,BobLonsberry,2018-04-18 14:15,5,25,"Listen to what a hero sounds like. @SouthwestAir pilot #TammieJo Shults brings in a crippled plane with poise, grace and dignity. A proud product of @followMNU @USNavy and the American heartland. https:// m.soundcloud.com/themorningcall /swa1380-left-engine-failure-april-14th …",,@SouthwestAir @followMNU @USNavy,#TammieJo,"986654550059900928",https://twitter.com/BobLonsberry/status/986654550059900928
Franklin Graham,Franklin_Graham,2018-04-18 13:25,535,2743,"Tammie Jo Shults is a hero. She’s the @SouthwestAir pilot who made that incredible emergency landing yesterday. As a pilot, I can only imagine the difficulty of what she was dealing with—she did a masterful job of landing that airplane. 1/3 http://www. foxnews.com/us/2018/04/18/ former-ace-navy-pilot-id-d-as-hero-who-landed-damaged-southwest-flight-report.html …",,@SouthwestAir,,"986641773958230016",https://twitter.com/Franklin_Graham/status/986641773958230016
Michael Moates,freedom_moates,2018-04-18 13:20,14,37,"HERO: Tammie Jo Shults, a former @USNavy fighter pilot who safely landed @SouthwestAir Flight 1380, is being praised for her "nerves of steel." Listen as she calmly and steadily explains the dire situation to Air Traffic Control. pic.twitter.com/aPN5x7AafE",,@USNavy @SouthwestAir,,"986640695778840576",https://twitter.com/freedom_moates/status/986640695778840576
🇺🇸Lisa Smith🇺🇸,LisaSmith4680,2018-04-18 13:17,1015,1738,"While libs & lying MSM are spending 99% of their time talking about an ex 2bit porn star, I'm hoping young girls are inspired by @SouthwestAir pilot, Tammie Jo Shults. In addition to being a hero, she was one of the #USNavy 's 1st female fighter pilots! SHE is an inspiration! pic.twitter.com/vrK1pdOdXS",,@SouthwestAir,#USNavy,"986639910760271872",https://twitter.com/LisaSmith4680/status/986639910760271872
Blue Lives Matter,bluelivesmtr,2018-04-18 13:05,14,19,"Woman Killed After Getting Partially Sucked Out Of Plane To Dallas #BlueLivesMatter #BackTheBlue @SouthwestAir Full Story: https:// buff.ly/2qIody9 pic.twitter.com/SYGw6qijmP",,@SouthwestAir,#BlueLivesMatter #BackTheBlue,"986636826382356480",https://twitter.com/bluelivesmtr/status/986636826382356480
Danielle Radin,danielleradin,2018-04-18 13:02,7,56,"My new hero is Tammie Jo Shults, who landed @SouthwestAir flight 1380 after it lost an engine. She is a Navy veteran.",,@SouthwestAir,,"986636194351013888",https://twitter.com/danielleradin/status/986636194351013888
Rep. Kevin Yoder,RepKevinYoder,2018-04-18 12:56,13,34,"Incredible job by @SouthwestAir pilot and @followMNU graduate Tammie Jo Shults to land her plane safely after losing an engine. As one of the passengers remarked, "She had nerves of steel." Must-read from @KCStar https:// twitter.com/KCStar/status/ 986413005654188035 …",,@SouthwestAir @followMNU @KCStar,,"986634516486918149",https://twitter.com/RepKevinYoder/status/986634516486918149
Dallas Morning News,dallasnews,2018-04-18 12:16,410,2006,"Tammie Jo Shults, Texas pilot who landed damaged @SouthwestAir plane, is lauded for her calm, courage #swa1380 #wn1380 https://www. dallasnews.com/business/busin ess/2018/04/18/texas-pilot-tammie-jo-shults-landed-southwest-plane-lauded-calm-courage?utm_campaign=Echobox&utm_medium=Social&utm_source=Twitter …",,@SouthwestAir,#swa1380 #wn1380,"986624400010219526",https://twitter.com/dallasnews/status/986624400010219526
Marsha Collier,MarshaCollier,2018-04-18 12:00,13,22,"‘Nerves of Steel’: She calmly landed the @SouthwestAir flight, just as you’d expect of a former fighter pilot #avgeek #travel https:// wapo.st/2EWobb6 pic.twitter.com/399Epkg3uh",,@SouthwestAir,#avgeek #travel,"986620493431296005",https://twitter.com/MarshaCollier/status/986620493431296005
Carl Higbie,CarlHigbie,2018-04-18 11:56,16,108,"From the sound of it, the pilot of the @SouthwestAir plane is quite a hero. Kuddos #SouthwestAirlines",,@SouthwestAir,#SouthwestAirlines,"986619593207832576",https://twitter.com/CarlHigbie/status/986619593207832576
NBC DFW,NBCDFW,2018-04-18 11:38,55,246,""Hero" @SouthwestAir pilot, one of the first female fighter pilots in the Navy, being praised for her "nerves of steel" http:// on.nbcdfw.com/FqkxfUD pic.twitter.com/4dXJLpDHgp",,@SouthwestAir,,"986614884648587264",https://twitter.com/NBCDFW/status/986614884648587264
Lance Ellisor,LanceEllisor,2018-04-18 11:31,51,252,"I'd just like to point out that the hero pilot Tammie Jo Shults was assisted by her First Officer, and my brother, Darren Ellisor. I'm glad he's safe, and that almost all the lives were saved. I am sad for the woman who didn't make it. #flight1380 #Southwest @SouthwestAir pic.twitter.com/EZppbWdvau",,@SouthwestAir,#flight1380 #Southwest,"986613235540549634",https://twitter.com/LanceEllisor/status/986613235540549634
Tom Peters,tom_peters,2018-04-18 11:30,12,26,"Pay attention to the likes of @SouthwestAir 's founder Herb Kelleher & @richardbranson . I offer my thanks for the lessons these exemplars of EXCELLENCE have pounded into my heart and which I hope they'll pound into you. Learn more in #ExcellenceDividend at http:// bit.ly/2peMn3p . pic.twitter.com/e9If4dZZDL",,@SouthwestAir @richardbranson,#ExcellenceDividend,"986613001150173184",https://twitter.com/tom_peters/status/986613001150173184
Dr. Martha Gulati,DrMarthaGulati,2018-04-18 11:27,4,23,"#shero #nervesofsteel #womenpower @SouthwestAir So lucky this woman was the in the pilot seat yesterday. https://www. washingtonpost.com/news/morning-m ix/wp/2018/04/18/nerves-of-steel-she-calmly-landed-the-southwest-flight-and-broke-barriers-as-a-fighter-pilot/ …",,@SouthwestAir,#shero #nervesofsteel #womenpower,"986612254761086977",https://twitter.com/DrMarthaGulati/status/986612254761086977
Carol Taylor,TweetzTaylor,2018-04-18 11:26,9,15,"OK, Tammie Jo Shults @SouthwestAir is my other hero today! She was one of the first female fighter pilots in the Navy’s history, and saved over 100 people on Flight 1380. https:// heavy.com/news/2018/04/t ammie-jo-shults-pilot-southwest-flight-1380-engine-hero/ … #SouthwestAirlinesFlight1380 #SouthwestAirlines #TammieJoShults",,@SouthwestAir,#SouthwestAirlinesFlight1380 #SouthwestAirlines #TammieJoShults,"986611991245656064",https://twitter.com/TweetzTaylor/status/986611991245656064
