username,user_handle,date,retweets,favorites,text,geological_location,mentions,hashtags,tweet_id,permalink,col1,col2,col3
Secret Flying,SecretFlying,2018-05-24 10:24,8,18,SUMMER: Big sale from the USA to Europe from only $414 roundtrip with @AmericanAir . https://www. secretflying.com/posts/sale-usa -europe-434-roundtrip/ … pic.twitter.com/9gBNefwPFe,,@AmericanAir,,"9,99642358714126E+017",https://twitter.com/SecretFlying/status/999642358714126336,,,
Secret Flying,SecretFlying,2018-05-24 09:59,5,16,XMAS & NEW YEAR: Atlanta to European cities from only $406 roundtrip with @AmericanAir . https://www. secretflying.com/posts/atlanta- many-european-cities-397-roundtrip/ … pic.twitter.com/iRoxMDv12N,,@AmericanAir,,"9,99635985720803E+017",https://twitter.com/SecretFlying/status/999635985720803330,,,
Johnathan Brendle,JonathanBrendle,2018-05-24 08:31,1,21,I’m in a metal tube in the sky! Great view for my morning. Hope everyone enjoys their Thursday @AmericanAir #ThursdayAesthetic pic.twitter.com/8VxWIZxREW – at Charlotte Douglas International Airport (CLT),,@AmericanAir,#ThursdayAesthetic,"9,99613788457521E+017",https://twitter.com/JonathanBrendle/status/999613788457521152,,,
Matt Berry,GolferMatt23,2018-05-24 07:11,4,35,Hey @Delta Thanks to the awesome crew for telling me I could move for FREE since I’m 6’7”. Take note at @AmericanAir @united @FlyFrontier This is what common sense and customer service looks like. @exitrow4thetall pic.twitter.com/8ez6xCZJNy,,@Delta @AmericanAir @united @FlyFrontier @exitrow4thetall,,"9,99593662244905E+017",https://twitter.com/GolferMatt23/status/999593662244904960,,,
Andrew Rose,andrewrose_,2018-05-24 07:05,1,12,the pajamas from @casper / @americanair are more comfortable than anything i have at home sweet dreams on this 16hr flight pic.twitter.com/8ilMlhni8R,,@casper @americanair,,"9,99592217642611E+017",https://twitter.com/andrewrose_/status/999592217642610690,,,
Alejandro Lazar,AlejoLazarM,2018-05-23 21:52,8,9,"Really @AmericanAir , how many retweets for changing the museum-ready airplane that does MVD MIA flight that keeps getting delayed / canceled?",,@AmericanAir,,"9,99452926061015E+017",https://twitter.com/AlejoLazarM/status/999452926061015040,,,
Katie Prejean McGrady,KatiePrejean,2018-05-23 17:35,0,23,"""Your upgrade is confirmed"" is the best subject line of an email. Thanks @AmericanAir",,@AmericanAir,,"9,99388300380181E+017",https://twitter.com/KatiePrejean/status/999388300380180481,,,
Tom Cotton,TomCottonAR,2018-05-23 15:45,80,172,"Craven appeasement of China's petty demands by European companies. I hope @Delta @united @AmericanAir won't follow suit. U.S. is committed by law & honor to Taiwan, the only democracy on Chinese soil. https://www. apnews.com/6f55419ce6a944 9687b91f3fdfb3417d/Airlines-obey-Beijing's-demand-to-call-Taiwan-part-of-China …",,@Delta @united @AmericanAir,,"9,99360692582003E+017",https://twitter.com/TomCottonAR/status/999360692582002689,,,
Nate,NateyBall,2018-05-23 15:45,2,14,Do better @AmericanAir !!!!! Shouldn’t be stuck on runway for a hour after a 5 hour flight. I shoulda been home by now instead of still sitting on the plane while I tweet this,,@AmericanAir,,"9,99360580585689E+017",https://twitter.com/NateyBall/status/999360580585689090,,,
Bitcoin.com Official,BitcoinCom,2018-05-23 15:17,101,221,Congratulations to @CheapAir for accepting #BitcoinCash . I wonder what airline will follow suit?? @VirginAtlantic @British_Airways or @AmericanAir @united @AirChinaNA better keep up with the #BCH revolution or you may be left behind! #Adoption pic.twitter.com/m3IRph2ehC,,@CheapAir @VirginAtlantic @British_Airways @AmericanAir @united @AirChinaNA,#BitcoinCash #BCH #Adoption,"9,99353640367338E+017",https://twitter.com/BitcoinCom/status/999353640367337486,,,
Katumba,KatumbaBloco,2018-05-23 13:38,3,8,A tiny Katumba band supporting a huge cause for 'World Day of Cultural Diversity' at @AmericanAir Liverpool #Diversity #drumming #drummingband #music #equality pic.twitter.com/0OUJv2WqyA,,@AmericanAir,#Diversity #drumming #drummingband #music #equality,"9,9932869125888E+017",https://twitter.com/KatumbaBloco/status/999328691258880000,,,
ThinkPrague,ThinkPragueTour,2018-05-23 12:30,4,28,Team Feczko. It was pleasure for us and our tour guide Aleš Pitín to guide around the Czech Republic @AndreaFeczko and her friend @KathySue17 . Thank you for visit ladies and come to out beautiful county again! @VisitCZ @AmericanAir pic.twitter.com/2JM7MR8z7F,,@AndreaFeczko @KathySue17 @VisitCZ @AmericanAir,,"9,9931171758164E+017",https://twitter.com/ThinkPragueTour/status/999311717581639680,,,
Jason Rabinowitz,AirlineFlyer,2018-05-23 12:17,29,164,"An @AmericanAir 737 repositioned from @JFKairport to @LGAairport . The flight took 24 minutes, which is exactly as long as Google says it would have taken to drive down the Van Wyck. pic.twitter.com/KvqXE1Tzlw",,@AmericanAir @JFKairport @LGAairport,,"9,99308264046199E+017",https://twitter.com/AirlineFlyer/status/999308264046198784,,,
Chris Lazzaro,LazzaroChris,2018-05-23 11:37,4,4,Find out how @AmericanAir partnered with #IBMCloud & used the #GarageMethod to deliver an innovative application to their customers in less than half the time. #ibmcloudgarage https://www. ibm.com/cloud/garage pic.twitter.com/vmGlvW9Fps,,@AmericanAir,#IBMCloud #GarageMethod #ibmcloudgarage,"9,99298290712744E+017",https://twitter.com/LazzaroChris/status/999298290712743939,,,
Airlines for America,AirlinesDotOrg,2018-05-23 09:30,18,108,"Save a horse, ride a DC-6. @AmericanAir pic.twitter.com/B6R0VAzUFo",,@AmericanAir,,"9,99266193897767E+017",https://twitter.com/AirlinesDotOrg/status/999266193897766912,,,
Barcelona Spotter,spotterbcn_lebl,2018-05-23 09:13,6,16,"Feel the dreamliner, feel Barcelona Boeing 787-8 American Airlines N815AA @AmericanAir @BoeingAirplanes @AeropuertoBCN @AirportBCN_Info pic.twitter.com/I10B1wEMp7",,@AmericanAir @BoeingAirplanes @AeropuertoBCN @AirportBCN_Info,,"9,99262096788525E+017",https://twitter.com/spotterbcn_lebl/status/999262096788525056,,,
Oriol Servia,OriolServia,2018-05-23 00:24,3,32,What happened to you @americanair ? You used to care about your passengers. And I have a feeling that you must not care much about your crews either. At this stage may miss the #indianapolis500 ! @indycar,,@americanair @indycar,#indianapolis500,"9,99128809642381E+017",https://twitter.com/OriolServia/status/999128809642381319,,,
Rania Batrice,RaniaBatrice,2018-05-22 22:41,4,13,"On an @AmericanAir flight (2477 to FLL) that is about to take off where the flight attendant included “make America great again” in his announcement over the PA. This is appalling—do better American Airlines, and teach your crew to be better too.",,@AmericanAir,,"9,99103102727967E+017",https://twitter.com/RaniaBatrice/status/999103102727966720,,,
Toral Contractor,tractoral,2018-05-22 21:51,2,16,. @SteveBenjaminSC Thank you so much for treating your fellow @AmericanAir 5641 passengers to dinner! Best delayed flight experience ever! Truly appreciate you and your team's generosity! Thank you to the @AmericanAir crew as well. You all were great! pic.twitter.com/xwB0AEEkCo,,@SteveBenjaminSC @AmericanAir @AmericanAir,,"9,9909047548221E+017",https://twitter.com/tractoral/status/999090475482210309,,,
Chris Sloan,airchive,2018-05-22 21:41,0,24,"“Yes, I’d like to order the pre-flight Shirley Temple & while you’re at it are there any copies of 'The Financial Times' still available please?” - said our high flying son after his upgrade cleared on @AmericanAir . Now he asks for #FirstClass on every flight. Uh Oh! #AmericanAir pic.twitter.com/jcDU8TQHCY",,@AmericanAir,#FirstClass #AmericanAir,"9,9908787248869E+017",https://twitter.com/airchive/status/999087872488689664,,,
Secret Flying,SecretFlying,2018-05-22 19:55,9,14,"Non-stop from Oakland, California to Dallas, Texas (& vice versa) for only $128 roundtrip with @AmericanAir . https://www. secretflying.com/posts/oakland- california-to-dallas-texas-vice-versa-for-only-128-roundtrip/ … pic.twitter.com/CLsAYgdpA4",,@AmericanAir,,"9,99061097511571E+017",https://twitter.com/SecretFlying/status/999061097511571456,,,
Victoria Shanks,victoriashanks_,2018-05-22 17:44,4,112,Someone please tell me how we get all the way to the runway and hear “flight attendants prepare to take off” to discover that there is someone without a seat. Back at the terminal @AmericanAir,,@AmericanAir,,"9,99028210221371E+017",https://twitter.com/victoriashanks_/status/999028210221371392,,,
Brian Sumers,BrianSumers,2018-05-22 17:17,9,23,"You may remember Dawkins as the primate who explored San Antonio's airport yesterday, courtesy of @AmericanAir . https:// twitter.com/BornFreeUSA/st atus/998991794632318977 …",,@AmericanAir,,"9,99021569857933E+017",https://twitter.com/BrianSumers/status/999021569857933312,,,
Paul Maddox,paul_s_maddox,2018-05-22 15:31,1,23,Mt. Ranier from AA 2537 seat 33a on the way to DFW this morning. @AmericanAir pic.twitter.com/rN3ELv41ns,,@AmericanAir,,"9,98994778434998E+017",https://twitter.com/paul_s_maddox/status/998994778434998274,,,
Skift,skift,2018-05-22 15:30,2,7,American Airlines is expanding beyond the typical big-name European destinations this summer with new routes. http:// bit.ly/2KNw6uS Sponsored by @AmericanAir,,@AmericanAir,,"9,98994542828417E+017",https://twitter.com/skift/status/998994542828417024,,,
Peter Mayhew,TheWookieeRoars,2018-05-22 14:46,7,168,"Hey @AmericanAir thank you for the Concierge Key status this last year. It was really lovely having a quiet place to wait for my flights. Cheers, PM",,@AmericanAir,,"9,98983407064494E+017",https://twitter.com/TheWookieeRoars/status/998983407064494080,,,
Brian Sumers,BrianSumers,2018-05-22 14:26,4,8,"Real China talk today from @AmericanAir President Robert Isom. ""We had made a tremendous investment in China, in China flying. And we've taken a look and said, 'Hey, you know what? The losses of tens of millions of dollars per year isn't something that's sustainable right now.'"" pic.twitter.com/ykk8mLPPgM",,@AmericanAir,,"9,98978504023667E+017",https://twitter.com/BrianSumers/status/998978504023666688,,,
John Luke,JohnLukeNYC,2018-05-22 12:46,7,26,Got To See Downtown #NYC While Landing On My @AmericanAir Flight #Sweet pic.twitter.com/phAsFXs6ew,,@AmericanAir,#NYC #Sweet,"9,98953285854909E+017",https://twitter.com/JohnLukeNYC/status/998953285854908417,,,
Geek Girl Diva,geekgirldiva,2018-05-22 11:57,47,71,"Hey @AmericanAir , you didn't lose Amber's luggage or forget to credit her for a fee or something. She was badly mistreated by your staff on one of your flights. She deserves a call from Doug Parker, an apology, and recompense -- not automated responses. https:// twitter.com/AmberJPhillips /status/998934673848983553 …",,@AmericanAir,,"9,98940938981425E+017",https://twitter.com/geekgirldiva/status/998940938981425152,,,
amber j. phillips,AmberJPhillips,2018-05-22 11:32,92,95,I need you all to know that @AmericanAir is still only dealing with my situation of having the cops called on me at the request of a racist reckless flight attendant and passenger through customer service representatives and automated messages. It has been WEEKS! pic.twitter.com/pYVxnYfWqc,,@AmericanAir,,"9,98934673848984E+017",https://twitter.com/AmberJPhillips/status/998934673848983553,,,
Michael Foo,michaelg366,2018-05-22 09:32,4,30,I didn't know @realDonaldTrump flew @AmericanAir . Shouldn't he have his own plane or something? https:// twitter.com/sweeneyabc/sta tus/998668357724442625 …,,@realDonaldTrump @AmericanAir,,"9,98904314990088E+017",https://twitter.com/michaelg366/status/998904314990088192,,,
Stewart Chiron,CruiseGuy,2018-05-22 08:10,4,8,#TT #Travel Crew @Melodyonly @AmericanAir @RickGriffin @WeBlogtheWorld @socialmoms @AskAConcierge @PortholeCruise @TravelEditor @sidlipsey @Travelanswerman @MickyArison @CruiseAddicts @cruiseprguy @annbrine @travelingmoms @AnneDimon @JeffTitelius @Iamracheljlloyd,,@Melodyonly @AmericanAir @RickGriffin @WeBlogtheWorld @socialmoms @AskAConcierge @PortholeCruise @TravelEditor @sidlipsey @Travelanswerman @MickyArison @CruiseAddicts @cruiseprguy @annbrine @travelingmoms @AnneDimon @JeffTitelius @Iamracheljlloyd,#TT #Travel,"9,98883764506976E+017",https://twitter.com/CruiseGuy/status/998883764506976256,,,
Andrea Feczko,AndreaFeczko,2018-05-22 05:01,7,150,+ = singing Fergie’s #glamorous in my head. @AmericanAir just launched daily non stop flights from Philly to Prague in the summer. Yay!! pic.twitter.com/c96JgbLdr1,,@AmericanAir,#glamorous,"9,98836308029182E+017",https://twitter.com/AndreaFeczko/status/998836308029181952,,,
Mubin Shaikh,MrMubinShaikh,2018-05-22 02:07,10,89,"SO I just went Miami to DC to Toronto. 2 exit rows w/strangers who turned out2B fellow Canadian travelers, also all happened2B Jewish. 1 lady recognized me & we all then spent the rest of the flight talking about ISIS, terrorism, Islam & Judaism on @AmericanAir . :) #ShalomSalaam",,@AmericanAir,#ShalomSalaam,"9,98792466550673E+017",https://twitter.com/MrMubinShaikh/status/998792466550673408,,,
lillysplasticpickup,lillyspickup,2018-05-22 02:02,10,12,Well done @AlaskaAir now for @KLM @British_Airways @AmericanAir https:// twitter.com/PlasticPollute s/status/998613344515952641 …,,@AlaskaAir @KLM @British_Airways @AmericanAir,,"9,98791159408406E+017",https://twitter.com/lillyspickup/status/998791159408406528,,,
JohnnyJet,JohnnyJet,2018-05-22 01:24,3,30,You know you’re flying @AmericanAir when you land early and taxi to the far end of the tarmac to sit until a gate opens up.,,@AmericanAir,,"9,98781612132188E+017",https://twitter.com/JohnnyJet/status/998781612132188160,,,
Bobby Carpenter,Bcarp3,2018-05-21 22:57,1,45,Nothing like returning to a raining Cbus but having the @cavs dominating the 1st half. Thanks @AmericanAir for putting the peddle down and beating the storm and letting me watch the 2nd half at home pic.twitter.com/AdhjuBf3br,,@cavs @AmericanAir,,"9,98744529867039E+017",https://twitter.com/Bcarp3/status/998744529867038720,,,
Ed Werder,EdwerderRFA,2018-05-21 21:08,2,15,You cannot pass @TSA with a bottle of water. But you can pass wearing two small monkeys on your head. A woman on my @AmericanAir flight just boarded wearing two monkeys. #FlyPetSmart,,@TSA @AmericanAir,#FlyPetSmart,"9,98717157759443E+017",https://twitter.com/EdwerderRFA/status/998717157759442944,,,
Mike Emanuel,MikeEmanuelFox,2018-05-21 21:03,8,18,"""American Airlines, the San Antonio Aviation Department and officials from the San Antonio Zoo all worked in conjunction to ensure his safety and well-being as he continues his journey to his new home. ""- @AmericanAir on Rhesus Monkey incident, situation over",,@AmericanAir,,"9,98715831092695E+017",https://twitter.com/MikeEmanuelFox/status/998715831092695040,,,
Bobby Carpenter,Bcarp3,2018-05-21 20:22,0,91,"So often flying is terrible, ask @AlbertBreer but today @AmericanAir employee Maggi Carpera moved heavens in MIA w/o costing a fortune to get me and my bro on an earlier flight to Cbus to see my birthday boy and get his present to him when he wakes up! Thank you! pic.twitter.com/poh4hPewzI",,@AlbertBreer @AmericanAir,,"9,98705600950391E+017",https://twitter.com/Bcarp3/status/998705600950390784,,,
Woke Space Baptist,myleswerntz,2018-05-21 19:28,3,13,"Now you've done it @AmericanAir : He's made it to Texas, and we're legally obligated to arm him. THIS IS HOW IT BEGINS. https:// twitter.com/SweeneyABC/sta tus/998668357724442625 …",,@AmericanAir,,"9,98692004451312E+017",https://twitter.com/myleswerntz/status/998692004451311616,,,
Steele Johnson,Steele_Johnson,2018-05-21 18:58,0,121,"Hi world, Steele here. I'm still in Dallas. Spent all day at a hotel near the airport in awe that @AmericanAir couldn't re-book a flight sooner than 24 hours after the original departure time. Nothing will ever require more patience in my entire life. Nothing.",,@AmericanAir,,"9,98684435150246E+017",https://twitter.com/Steele_Johnson/status/998684435150245888,,,
Luke Simons,LukeKENS5,2018-05-21 18:50,35,64,STATEMENT FROM @AmericanAir AFTER MONKEY ESCAPES ITS CAGE AT @SATairport . pic.twitter.com/DNqceLw6aT,,@AmericanAir @SATairport,,"9,98682366301352E+017",https://twitter.com/LukeKENS5/status/998682366301351944,,,
KSAT 12,ksatnews,2018-05-21 18:48,8,7,Statement from @AmericanAir on the escaped baboon at @SATairport The Latest here-- https:// bit.ly/2GEsxEA?utm_so urce=twitter&utm_medium=social&utm_campaign=snd&utm_content=ksat12 … pic.twitter.com/amuZE7VP4d,,@AmericanAir @SATairport,,"9,98681914813899E+017",https://twitter.com/ksatnews/status/998681914813898759,,,
Matthew Seedorff,MattSeedorff,2018-05-21 18:07,30,24,Latest: Baboon was on an @AmericanAir flight from Chicago. It escaped its crate during unloading,,@AmericanAir,,"9,98671533391405E+017",https://twitter.com/MattSeedorff/status/998671533391405057,,,
Evansville Airport,FlyEVV,2018-05-21 17:32,2,14,"Today, we joined @ToyotaIndiana @honorflightsi @MayorWinnecke in the terminal to announce a $42,500 donation to HFSI by #TMMI . The donation will cover the costs for 85 U.S. military veterans to fly to D.C. as part of our next Honor Flight on @AmericanAir this fall. pic.twitter.com/VPrvHt9F2i",,@ToyotaIndiana @honorflightsi @MayorWinnecke @AmericanAir,#TMMI,"9,98662752699847E+017",https://twitter.com/FlyEVV/status/998662752699846657,,,
Mayor Jim Strickland,MayorMemphis,2018-05-21 11:09,12,46,Millions of @AmericanAir passengers are getting a closer look at @cooperyoung this month via this article in the airline's magazine. More great pub highlighting the momentum in the @CityOfMemphis ! https:// magazines.aa.com/en/features/20 18/04/neighborhood-watch-cooper-young …,,@AmericanAir @cooperyoung @CityOfMemphis,,"9,98566521382294E+017",https://twitter.com/MayorMemphis/status/998566521382293504,,,
